국가별,항목,단위,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
온두라스,기타,,,,,,,,,,,,,,,,,,,,,,,,92.6,297.1,295.9,307,348.197,337.1858
자메이카,전체,,5829,6038,6255,6480,6609,6631,6656,6934,7146,7249,7422,7473,5996,4499.4,4207.7,4153,4173,4159,4163,4123,4206,4342,4360,4402,4464.66,4939.06,4705.34167,403.728
자메이카,가연성 연료,,5709,5910,6145,6366,6493,6516,6596,6840,7000,7049,7220,7252,5784,4292.4,3998.5,3948,3930,3901,3924,3869,3953,4002,3873,3875,3947.66,4399.06,4170.34167,
자메이카,수력,,120,128,110,114,116,115,60,94,146,168,152,166,160,158,158.2,152,152,151,124,135,128,118,154,179,155,136,139,
자메이카,풍력,,,,,,,,,,,32,50,55,52,49,51,53,91,107,115,119,125,207,289,302,272,280,264,271.82
자메이카,태양열,,,,,,,,,,,,,,,,,,,,,,,15,44,46,90,124,132,131.908
네덜란드령 안틸레스,전체,,1010,1057,1054,1116,1114,1121,1095,1090,1181,1210,1248,1218,1256,1242,1298,1323,1325,,,,,,,,,,,
네덜란드령 안틸레스,가연성 연료,,1010,1057,1054,1116,1114,1121,1095,1090,1181,1210,1248,1218,1256,1242,1298,1323,1325,,,,,,,,,,,
니카라과,전체,,1786,1904,1887,2153,2148,2288,2473,2553,2708,2822,2866,3134,3208,3361,3453,3659,3824,4031,4165,4454,4580,4591,4525,4636,4575.517,3791.148,4213.298,
니카라과,가연성 연료,,901,964,947,1736,1653,1944,2070,2040,2139,2246,2161,2515,2659,2505,2749,2690,2896,2759,2467,2550,2740,2728,2657,2599,2814.594,1873.48,2197.131,
니카라과,수력,,335,340,340,296,393,210,197,303,298,321,434,308,306,534,297,504,444,419,456,395,295,426,468,411,226.986,574.471,599.026,
니카라과,풍력,,,,,,,,,,,,,,0,0,110,163,211,330,562,846,865,729,635,801,730.165,549.933,655.838,
니카라과,태양열,,,,,,,,,,,,,,,,,,,,1,1,2,2,14,24,25.641,25.952,27.271,
니카라과,기타,,550,600,600,121,102,134,206,210,271,255,271,311,243,322,297,302,273,523,679,662,678,706,751,801,778.131,767.312,734.032,
파나마,전체,,3535,3887,4051,4191,4580,4887,5124,5023,5582,5761,5827,5989,6457,6428,6909,7418.9,7857.4,8605.6,8962.2,9287,10295.3,10885.4,11152.9,11465.17,13050.38,12948.7,14196.52,14105.347
파나마,가연성 연료,,1117,884,1149,2051,1455,1469,2625,1745,2759,1982,2103,2409,2751,2456,3012,3224.9,3759.4,3217.6,3807.9,4135.6,3603.9,3666.3,3118.2,2556.1,6806.1,4517.2,4429.4,4615.2
파나마,수력,,2418,3003,2902,2140,3125,3418,2499,3278,2823,3779,3724,3580,3706,3972,3897,4194,4098,5388,5154.3,5033.8,6256.6,6522.5,7387.6,8064.8,5196,7501.5,8625.2,8116.48
파나마,풍력,,,,,,,,,,,,,,,,,,,,,116.3,418.5,625.2,491.2,587.9,724.6,584.2,529.6,579.3
파나마,태양열,,,,,,,,,,,,,,,,,,,,,1.3,16.3,71.4,155.9,256.37,323.68,345.8,612.32,794.367
파라과이,전체,,39855,44818,50855,50873.74,51960.1,53482.4,45309,48203.7,51762.11,51921.21,51156.35,53774.44,53714.88,55454.48,54939.69,54065.59,57624.99,60234.61,60381.03,55282.3,55744.2,63771.4,59685.33,59212.45,49447.79,46372.96,40576.2,43880.8
파라과이,가연성 연료,,143,46,50,49.7,49.82,1,1,1,1,0.46,0.65,0.77,0.63,0.63,0.74,0.82,0.9,3.07,3.18,5.9,1.4,1.25,1.51,1.55,2.03,1.92,1.99,1.3
파라과이,수력,,39712,44772,50805,50824.04,51910.28,53481.4,45308,48202.7,51761.11,51920.75,51155.7,53773.67,53714.25,55453.85,54938.95,54064.77,57624.09,60231.54,60377.85,55276.4,55742.8,63770.15,59683.82,59210.9,49445.76,46371.04,40574.21,43879.5
페루,전체,,17440,17280,17951,18582,19049.6693,19922.3197,20948,22176,23128,24415,25660,27358,29931,32430,32929,35890,38810.7,40043.9,43330.1,45508,48277,52277.357,52742.575,54982.339,57038.469,52803.492,56835.863,59712.58
페루,가연성 연료,,3658,3731,4738,4773.7,4509.09,3746.45,3341,4135,4593,6889,5697,5874,10381,13389,13437,15847,17247.9,17951.1,20812.4,22882,23729,26187.63,22264.907,21945.797,23088.491,19623.527,22260.821,27215.91
페루,수력,,13782,13549,13213,13808.3,14540.5793,16175.8697,17606,18040,18534,17525,19962,21483,19549,19040,19491,20042,21561.6,22031.9,22319.6,22171,23722,24784.889,29074.513,30737.457,31462.088,30510.304,31889.996,29743.81
페루,풍력,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1.2,1.2,1.2,256,596,1063.829,1073.432,1502.438,1655.039,1814.102,1821.349,1931.87
페루,태양열,,,,,,,,,,,,,,,,,0,0,59.7,196.9,199,230,241.009,329.723,796.647,832.851,855.559,863.697,820.99
수리남,전체,,1401.8,1409.2,1413.6,1421.4,1439.8,1172,1235,1347.9,1328.3,1406.9,1517,1533.3,1555.6,1722.3,1740.3,1723.2,1868.97,1961.79,2035.94,2082.21,2088.43,1818.6,1805.35,1791.7,1868.114,1729.5,1593.5,
수리남,가연성 연료,,209,206,200,199,215,252,314,491.6,556.2,668.3,877.2,712.8,633.2,647.6,671.3,755,500.57,848.89,932.24,1276.31,1377.83,1026.7,870.65,782,906.14,1043.4,733.9,
수리남,수력,,1192.8,1203.2,1213.6,1222.4,1224.8,920,921,856.3,772.1,738.6,639.8,820.5,922.4,1074.7,1069,968.2,1368.4,1111.9,1102.7,796.9,701.6,782.9,925.7,999.7,952.437,674,847,
수리남,태양열,,,,,,,,,,,,,,,,,,,1,1,9,9,9,9,10,9.537,12.1,12.6,
트리니다드토바고,전체,,4307,4541,4988,5169,5247,5459,5644,5644,6437,6430,7058,7171,7676,7731,7843,8485,8772,9132,9505,9422,9570,9419,9323.22,9225,9188.1,9225,9261.7,
트리니다드토바고,가연성 연료,,4307,4541,4988,5169,5247,5459,5643,5643,6436,6428,7056,7168,7673,7728,7839,8481,8768,9128,9501,9417,9564,9413,9317.606,9220.27,9183.37,9220.27,9256.086,
트리니다드토바고,풍력,,,,,,,,,,,,,,,,,,,,,,,,0.059,0.059,0.059,0.059,0.059,
트리니다드토바고,태양열,,,,,,,,1,1,1,2,2,3,3,3,4,4,4,4,4,5,6,6,5.555,4.671,4.671,4.671,5.555,
우루과이,전체,,6306,6668,7147,9569,7193,7588,9250,9605,8578,5899,7683,5618,9424,8769.1,8665.9,10732,10344.9,10600.8,11657.5,13008.1,13730.8,13884.5,14363.2,14623.1,16090.2,13557,15953.3,14758.7
우루과이,가연성 연료,,451,901,662,417,1694,537,56,70,49,1119,999,2023,1357,4261.1,3564,2254.9,3754.7,5062.1,3308.7,2623,3351,2896,2802.3,2920.8,2806,3525.6,5205.9,3786.9
우루과이,수력,,5855,5767,6485,9152,5499,7051,9194,9535,8529,4780,6684,3595,8067,4500.7,5059.8,8407.2,6478.9,5420.9,8205.9,9649.1,8266,7842.2,7517.9,6556.6,8108.3,4093.9,5272.8,5685.7
우루과이,풍력,,,,,,,,,,,,,,,7.3,42.1,69.9,111.3,117.8,142.9,732.6,2065.1,2994.3,3774.5,4732.2,4752.4,5475.5,4991.3,4783.1
우루과이,태양열,,,,,,,,,,,,,,,,,,,,,3.4,48.7,152,268.5,413.5,423.5,462,483.3,503
베네수엘라,전체,,75446,75588,78066,80902,80623,85271,90119,91852,91944,98552,105384,110422,114214,119297,119580,113767,117963,129356.47,134223.75,132497.01,128819.6,118135.38,112240.83,94248.44,79675.98,82471.32,84730.04,88504.45
베네수엘라,가연성 연료,,21996,21744,20798,22979,20023,22385,29678,32318,31412,28477,28155,28822,31155,32456,33618,36985,34291,47452.07,52626.66,52009.1,53832.27,55068,42099.39,28917.26,16819.07,15254.27,16858.49,19969.41
베네수엘라,수력,,53450,53844,57268,57923,60600,62886,60441,59534,60532,70075,77229,81600,83059,86841,85962,76780,83670,81855.98,81499.46,80363.82,74902,62958.7,70035.48,65281.89,62789.4,67190.02,67845.36,68511.77
베네수엘라,풍력,,,,,,,,,,,,,,,,,,,39.2,88.27,113.2,74.29,97.59,95.22,43,60.36,19.88,19.14,16.22
베네수엘라,태양열,,,,,,,,,,,,,,,,,2,2,9.22,8.66,10.36,9.66,9.66,9.31,4.86,5.72,5.72,5.55,5.55
베네수엘라,기타,,,,,,,,,,,,,,,,,,,,0.7,0.53,1.38,1.43,1.43,1.43,1.43,1.43,1.5,1.5
퀴라소,전체,,,,,,,,,,,,,,,,,,,909.7,890.6,872.2,898.2,875.919,887.411,865.899,880.007,844.201,846.1,
퀴라소,가연성 연료,,,,,,,,,,,,,,,,,,,847,769,726,737,735,698.281,612.109,637.255,625.547,621.878,
퀴라소,풍력,,,,,,,,,,,,,,,,,,,62.7,116.6,133.2,144.2,121.919,169.1,233.76,217.807,191.387,196.955,
퀴라소,태양열,,,,,,,,,,,,,,,,,,,,5,13,17,19,20.03,20.03,24.945,27.267,27.267,
알바니아,전체,,4414,5926,5184,5068,5397,4738,3692,3651,5250,5542,5450,5524,2946,3868.61,5231.36,7744.17,4217.3,4725,6956,4724.43,5895,7135.9,4526.179,8552.15,5206.046,5313.16,8962.703,7001.8595
알바니아,가연성 연료,,210,200,156,147,113,144,137,139,81,76,77,93,72,72.1,0.87,0.87,59.3,,,,,,,,,,,
알바니아,수력,,4204,5726,5028,4921,5284,4594,3555,3512,5169,5466,5373,5431,2874,3796.51,5230.49,7743.3,4158,4725,6956,4724.43,5895,7135.9,4526.179,8552.15,5183.85,5280.9,8921.947,6958.5595
알바니아,태양열,,,,,,,,,,,,,,,,,,,,,,,,,,22.196,32.26,40.756,43.3
오스트리아,전체,,56225,54880,56704,57001,60944,61257,62449,62499,60174,64152,66834,64702,65087,66853,69090,71128,65813,72602,68351,65436,65299,68308,71324.414,68617.889,74234.304,72556.315,70752.294,
오스트리아,가연성 연료,,18109,19352,19558,18700,19164,17949,20485,20309,24475,24217,26039,24851,23806,24125,23399,27398,25910,22048,18781,15959,18916,18953,21296.019,19899.794,20865.145,18367.744,18677.99,
오스트리아,수력,,38114,35522,37124,38254,41727,43219,41837,42020,35292,38966,39438,38056,39200,40667,43669,41558,37781,47742,45778,44833,40591,43009,42175.317,41219.148,44204.02,45343.976,42539.793,
오스트리아,풍력,,1,5,20,45,51,67,105,140,372,934,1331,1753,2037,2011,1954,2064,1936,2463,3152,3846,4840,5235,6571.511,6030.429,7450.076,6791.53,6740.042,
오스트리아,태양열,,1,1,2,2,2,3,5,9,15,18,21,22,24,30,49,89,174,337,626,785,937,1096,1268.971,1455.132,1702.093,2042.934,2782.602,
오스트리아,기타,,,,,,,19,17,21,20,17,5,20,20,20,19,19,12,12,14,13,15,15,12.596,13.386,12.97,10.131,11.867,
벨라루스,전체,,24918,23728,26057,23492,26516,26101,25063,26456,26627,31210,30961,31811,31829,35048,30376,34895,32200,30799,31507,34735,34082,33566,34515,38986,40465,38548,41239.998,
벨라루스,가연성 연료,,24898,23712,26036,23464,26497,26074,25033,26427,26599,31176,30924,31775,31793,35008,30331,34849,32157,30723,31361,34602,33941,33321,33924,38386,39756,37441,34748.998,
벨라루스,수력,,20,16,21,28,19,27,30,29,28,33,36,35,35,39,44,45,42,70,138,121,107,142,405,324,350,399,371,
벨라루스,원자력,,,,,,,,,,,,,,,,,,,,,,,,,,,338,5780,
벨라루스,풍력,,,,,,0,0,0,0,0,1,1,1,1,1,1,1,1,6,8,11,26,75,97,99,178,194,168,
벨라루스,태양열,,,,,,,,,,,,,,,,,,,,,1,8,28,89,177,181,176,172,
벨기에,전체,,74408,76099,78833,83183,84514,84012,79821,82069,84630,84211,85677,84588,88104,84401,91184,94582,90590,83044,83504,72545,69715,85610,86618.8,75039.7,93645.8,89455.4,100465.4,
벨기에,가연성 연료,,31813,31555,30140,35510,33995,34140,31791,33162,35847,35144,35978,35684,37444,36143,40950,42852,37158,35883,32420,29449,33092,31559,32615.1,33170.5,34497.3,35277.1,30667.1,
벨기에,수력,,1230,1200,1277,1497,1489,1699,1644,1490,1316,1607,1604,1628,1683,1757,1757,1668,1423,1659,1704,1465,1418,1489,1397.4,1307.6,1181.2,1314.6,1349.8,
벨기에,원자력,,41356,43336,47408,46165,49017,48157,46349,47360,47379,47312,47595,46645,48227,45568,47222,47944,48234,40295,42644,33703,26103,43523,42226.8,28597,43523.6,34434.7,50326.2,
벨기에,풍력,,9,8,8,11,13,16,37,57,88,142,227,366,491,637,996,1292,2312,2759,3665,4615,5575,5420,6520.7,7574.1,9755.4,12818.6,11997.6,
벨기에,태양열,,,,,,,,,,,1,1,2,6,42,166,560,1169,2148,2644,2886,3057,3095,3307.9,3903.4,4252.5,5112.2,5618.1,
벨기에,기타,,,,,,,,,,,5,272,263,253,254,93,266,294,300,427,427,470,524,550.9,487.1,435.8,498.2,506.6,
보스니아-헤르체고비나,전체,,4401,7340,8765,9077,10154,10429,10638,10785,11266,12728,12602,13309,11784,14823,15668,17124,15280,14082,17451,16160,15629,17767,16439,19160,17493,16874,18536,
보스니아-헤르체고비나,가연성 연료,,758,2184,4110,4520,4622,5335,5457,5517,6765,6749,6604,7452,7783,9956,9429,9098,10893,9867,10215,10225,10078,12102,12431,12517,11037,11904,11286,
보스니아-헤르체고비나,수력,,3643,5156,4655,4557,5532,5094,5181,5268,4501,5979,5998,5857,4001,4867,6239,8026,4387,4215,7236,5935,5551,5641,3987,6519,6172,4663,6796,
보스니아-헤르체고비나,풍력,,,,,,,,,,,,,,,,,,,,,,,,,103,254,262,382,
보스니아-헤르체고비나,태양열,,,,,,,,,,,,,,,,,,,,,,,24,21,21,30,45,72,
불가리아,전체,,41789,42716,42803,41711,38250,40925,43969,42679,42600,41621,44365,45843,43297,45037,42964,46653,50797,47294,43815,47490,49227,45279,45612.791,46837.683,44276.591,40754.441,47568.096,
불가리아,가연성 연료,,22214,21715,22116,21484,19452,19795,22244,19753,22019,21442,20977,21751,25373,25873,23400,25001,29807,25518,22067,23858,24840,22088,23633.31,22606.489,21573.287,17827.048,23078.607,
불가리아,수력,,2314,2919,2936,3328,2984,2952,2172,2704,3301,3363,4730,4579,3234,3277,4053,5693,3691,3976,4795,5163,6147,4568,3492.945,5422.732,3382.745,3320.258,5067.133,
불가리아,원자력,,17261,18082,17751,16899,15814,18178,19553,20222,17280,16815,18653,19493,14643,15765,15256,15249,16314,15785,14171,15867,15383,15776,15545.499,16125.281,16555.288,16625.765,16486.894,
불가리아,풍력,,,,,,,,,,,1,5,20,47,122,237,681,861,1221,1374,1331,1452,1425,1504.064,1318.123,1316.988,1477.131,1433.561,
불가리아,태양열,,,,,,,,,,,,,,,,3,15,101,779,1392,1257,1382,1388,1402.97,1342.788,1417.286,1468.72,1466.598,
불가리아,기타,,,,,,,,,,,,,,,,15,14,23,15,16,14,23,34,34.003,22.27,30.997,35.519,35.303,
크로아티아,전체,,9277,11175,10248,11462,12979,11281,12809,12772,13252,13990,13162,13047,12709,12891,13455,14902,11373,10755,14052,13554,11403,12820,11983.5,13631.7,12760.3,13385.3,15210.4,
크로아티아,가연성 연료,,3594,3312,4384,5432,5650,4810,5590,6854,7734,6268,6011,6287,7810,6960,5907,5531,6010,5425,4797,3664,3994,4682,5193.1,4434.5,5185.4,5665,5681.3,
크로아티아,수력,,5683,7863,5864,6030,7329,6471,7219,5918,5518,7720,7141,6741,4864,5891,7494,9232,5162,4999,8727,9125,6556,7058,5507.7,7784.9,5932.6,5810.4,7228.7,
크로아티아,풍력,,,,,,,0,0,0,0,2,10,19,35,40,54,139,201,329,517,730,796,1014,1204,1335.4,1467.3,1720.7,2061.8,
크로아티아,태양열,,,,,,,,,,,,,,0,0,0,0,0,2,11,35,57,66,78.7,74.9,83.1,95.5,148.9,
크로아티아,기타,,,,,,,,,,,,,,,,,,,,,,,,,2,91.9,93.7,89.7,
체코,전체,,60847,64257,64598,65112,64694,73466,74647,76348,83227,84333,82578,84361,88198,83647,82185,85903,87477,87418,86913,86148,83892,83309,87056.159,88037.916,87055.702,81568.022,85081.78,
체코,가연성 연료,,46343,49004,50024,50050,49121,57562,57431,54763,55556,55435,54801,55007,59375,54461,51618,53489,53867,51595,49940,50174,51063,53279,52782.94,52338.026,50474.011,44932.588,47676.894,
체코,수력,,2274,2403,2080,1884,2216,2313,2467,2845,1794,2562,3027,3257,2523,2376,2982,3380,2664,2860,3639,2961,3071,3202,3039.919,2679.418,3174.686,3436.963,3619.924,
체코,원자력,,12230,12850,12494,13178,13357,13590,14749,18738,25872,26325,24728,26046,26172,26551,27208,27998,28283,30324,30745,30325,26841,24104,28339.6,29921.311,30246.209,30043.28,30731.18,
체코,풍력,,,,,,,1,,2,5,10,21,49,125,245,288,335,397,416,481,477,573,497,591.038,609.33,700.014,699.083,601.534,
체코,태양열,,,,,,,,,,,,,1,2,13,89,616,2182,2149,2033,2123,2264,2131,2199.263,2364.775,2336.671,2337.85,2315.964,
체코,기타,,,,,,,,,,,1,1,1,1,1,,85,84,74,75,88,80,96,103.399,125.056,124.111,118.258,136.284,
덴마크,전체,,36759,53582,44315,41113,38920,36053,37729,39287,46186,40430,36246,45611,39316,36616,36384,38861,35229,30701,34743,32185,28942,30541,31022.552,30369.763,29516.956,28728.659,33048.783,
덴마크,가연성 연료,,35529,52302,42323,38228,35821,31742,33378,34364,40583,33807,29607,39478,32115,29659,29640,31025,25423,20310,23089,18495,14187,16996,15473.196,15499.973,12386.898,11200.848,15669.093,
덴마크,수력,,30,19,19,27,31,30,28,32,21,27,23,23,28,26,19,21,17,17,13,15,18,19,17.871,14.862,16.956,17.064,16.294,
덴마크,풍력,,1177,1227,1934,2820,3029,4241,4306,4877,5561,6583,6614,6108,7171,6928,6721,7809,9774,10270,11123,13079,14133,12782,14780,13901.955,16149.833,16330.215,16054.467,
덴마크,태양열,,,,,,1,1,1,1,2,2,2,2,2,3,4,6,15,104,518,596,604,744,751.485,952.973,963.269,1180.532,1308.929,
덴마크,기타,,23,34,39,38,38,39,16,13,19,11,,,,,,,,,,,,,,,,,,
에스토니아,전체,,8702,9127,9249,8557,8278,8513,8483,8527,10159,10304,10205,9732,12190,10581,8779,12964,12893,11967,13275,12446,10149,12170,13160.46,12364.171,7615.585,6078.456,7204.459,
에스토니아,가연성 연료,,8700,9125,9246,8553,8274,8508,8476,8520,10140,10274,10129,9642,12078,10420,8552,12660,12495,11491,12720,11815,9407,11531,12396.968,11682.369,6836.085,4959.324,6094.789,
에스토니아,수력,,2,2,3,4,4,5,7,6,13,22,22,14,21,28,32,27,30,42,26,27,27,35,26,15,19,30,23,
에스토니아,풍력,,,,,,,,,1,6,8,54,76,91,133,195,277,368,434,529,604,715,594,723,636,687,844,733,
에스토니아,태양열,,,,,,,,,,,,,,,,,,,,,,,10,14.492,30.802,73.5,245.132,353.67,
핀란드,전체,,64035,69373,69176,70167,69457,69976,74486,74955,84326,85845,70582,82312,81245,77432,72069,80674,73501,70411,71257,68094,68599,68757,67524.168,70262.747,68650.319,69267.626,72120.665,
핀란드,가연성 연료,,31882,38025,36022,33239,33653,32567,38256,41581,51662,47680,33106,47503,43201,36669,35281,44345,37083,29746,33744,29712,25999,26399,25030.655,27958.522,25923.137,21392.155,23671.147,
핀란드,수력,,12925,11860,12242,15051,12780,14660,13205,10776,9591,15070,13784,11494,14177,17112,12686,12922,12445,16859,12838,13397,16769,15799,14772,13301,12421,15883,15792,
핀란드,원자력,,19216,19476,20894,21853,22974,22479,22773,22295,22731,22716,23271,22906,23423,22958,23526,22800,23187,22987,23606,23580,23245,23203,22477,22793,23870,23291,23598,
핀란드,풍력,,11,11,17,23,49,78,70,64,93,120,170,156,188,261,277,294,481,494,774,1107,2327,3068,4795,5839,6025,8256,8507,
핀란드,태양열,,1,1,1,1,1,2,2,2,2,2,3,3,4,4,4,5,5,6,6,8,11,22,48.513,90.225,147.182,218.471,297.518,
핀란드,기타,,,,,,,190,180,237,247,257,248,250,252,428,295,308,300,319,289,290,248,266,401,281,264,227,255,
프랑스,전체,,494274,513398,504770,511276,525806,539954,549531,559064,566838,574055,576064,574873,569777,573807,535925,569288,573134,572792,582316,572611,579465,564079,561977.419,581819.227,570949.016,532386.314,555283.114,
프랑스,가연성 연료,,40338,45277,41205,56640,53925,53099,49321,55707,60604,59841,66747,60279,61922,59550,55448,62065,64032,61724,59047,41672,51180,63967,72878.347,57646.602,62147.837,56901.139,58262.801,
프랑스,수력,,76192,70282,67559,66103,77083,71133,78512,65831,64278,64899,56332,61741,63259,68368,61966,67526,50894,64761,77073,69571,60514,65686,55134.91,70472.115,61572.316,67095.209,63955.776,
프랑스,원자력,,377231,397340,395483,387990,394244,415162,421076,436760,441070,448241,451529,450191,439730,439447,409736,428521,442388,425406,423685,436479,437428,403195,398359.129,412941.812,399011.587,353832.867,379361.292,
프랑스,풍력,,5,7,11,19,37,48,131,265,388,595,962,2182,4070,5694,7912,9945,12372,15178,16127,17324,21420,21381,24609.437,28598.595,34721.683,39861.296,36831.352,
프랑스,태양열,,1,1,2,2,2,5,6,7,8,9,13,16,27,42,174,620,2334,4427,5194,6392,7754,8659,9586.61,10924.925,12329.801,13458.502,15732.436,
프랑스,기타,,507,491,510,522,515,507,485,494,490,470,481,464,769,706,689,611,1114,1296,1190,1173,1169,1191,1408.986,1235.178,1165.792,1237.301,1139.457,
독일,전체,,537284,555372,551554,556393,556300,576543,586406,586694,608779,617469,622579,639492,640578,640406,595617,633120,613123,628314,638701,627806,648310,650450,653723,640468,606917,575462,588343.2,
독일,가연성 연료,,356224,366628,357274,368887,357336,371563,377276,377944,399673,395776,401355,408745,426786,418220,388640,412825,410064,421100,427037,408559,410318,419596,404286,385445,334214,302330,328342.2,
독일,수력,,26250,26638,20900,21234,23402,25962,27253,27864,22897,26460,26417,26768,28084,26469,24682,27353,23512,27850,28782,25444,24898,26135,26155,23863,25671,25275,24973,
독일,원자력,,153091,160016,170328,161644,170004,169606,171305,164842,165060,167065,163055,167269,140534,148495,134932,140556,107971,99460,97290,97129,91786,84634,76324,76005,75071,64382,69130,
독일,풍력,,1712,2078,3034,4593,5528,9352,10456,15856,18713,25509,27229,30710,39713,40574,38647,38547,49858,51680,52737,58497,80624,79924,105693,109951,125894,132102,114647,
독일,태양열,,7,12,18,35,30,60,116,188,313,557,1282,2220,3075,4420,6584,11729,19599,26380,31010,36056,38726,38098,39401,43459,44383,49496,49340,
독일,기타,,,,,,,,,,2123,2102,3241,3780,2386,2228,2132,2110,2119,1844,1845,2121,1958,2063,1864,1745,1684,1877,1911,
지브롤터,전체,,108,110,111,116,120,125,126,129,134,136,145,151,155,166,174,177,171,176,189,198,224,214.1,213.589,215.487,219.815,214.615,233.167,0.1
지브롤터,가연성 연료,,108,110,111,116,120,125,126,129,134,136,145,151,155,166,174,177,171,176,189,198,224,214,213.489,215.387,219.715,214.515,233.067,
지브롤터,기타,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1
그리스,전체,,41552,42567,43506,46329,49632,53843,53704,54608,58471,59346,60020,60789,63496,63749,61365,57392,59436,60959,57152,50474,51874,54439,55266.089,53262.785,48626.171,48251.884,54715.129,
그리스,가연성 연료,,37736,38025,39374,42393,44641,49281,50223,50494,52118,53019,53143,52614,58301,57353,53127,47035,51236,50824,42981,38386,37203,39798,41697.819,37411.973,32880.419,31054.623,33019.731,
그리스,수력,,3782,4504,4096,3866,4829,4111,2725,3463,5332,5205,5610,6475,3376,4149,5645,7485,4275,4591,6384,4607,6150,5565,4039.806,5759.901,4050.895,3440.303,5961.439,
그리스,풍력,,34,38,36,70,162,451,756,651,1021,1121,1266,1699,1818,2242,2543,2714,3315,3850,4139,3689,4621,5146,5536.987,6300.259,7266.347,9310.104,10482.981,
그리스,태양열,,,,,,,,,,,1,1,1,1,5,50,158,610,1694,3648,3792,3900,3930,3991.477,3790.652,4428.51,4446.854,5250.978,
헝가리,전체,,34018,35090,35397,37190,37832,35191,36415,36157,34145,33708,35756,35859,39960,40025,35908,37371,36019,34635,30294,29403,30360,31902,32915,32067,34291,34930,36120.3,
헝가리,가연성 연료,,19829,20703,21213,23086,23555,20833,22102,22009,22957,21582,21710,22169,24963,24788,19922,20887,19485,17851,13936,12674,13395,14583,15407,14725,15429,15358,15301.3,
헝가리,수력,,163,207,216,155,181,178,186,194,171,205,202,186,210,213,228,188,222,213,213,301,234,259,220,222,219,244,212,
헝가리,원자력,,14026,14180,13968,13949,14096,14180,14126,13953,11013,11915,13834,13461,14677,14818,15426,15761,15685,15793,15370,15649,15834,16054,16098,15733,16288,16055,15990,
헝가리,풍력,,,,,,,,1,1,4,6,10,43,110,205,331,534,626,770,718,657,693,684,758,607,729,655,664,
헝가리,태양열,,,,,,,,,,,,,,,1,1,1,1,8,25,67,141,244,349,629,1497,2459,3796,
헝가리,기타,,,,,,,,,,,,,,,,,,,,32,55,63,78,83,151,129,159,157,
아이슬란드,전체,,4981,5123,5586,6281,7188,7684,8033,8416,8500,8623,8686,9929,11975,16467,16834,17059,17211,17549,18116,18123,18799,18550,19238.533,19829.76,19488.835,19127.302,19614.198,
아이슬란드,가연성 연료,,9,5,4,5,5,5,4,6,6,6,9,5,2,2,2,2,2,3,5,3,4,3,2.085,1.875,2.662,3.067,2.464,
아이슬란드,수력,,4682,4772,5207,5621,6047,6356,6578,6977,7088,7134,7019,7293,8394,12427,12279,12592,12507,12337,12863,12873,13781,13470,14058.722,13813.688,13461.466,13156.972,13803.999,
아이슬란드,풍력,,,,,,,,,,,,,,,,,,,,3,8,11,9,8.127,4.363,6.569,6.66,6.087,
아이슬란드,기타,,290,346,375,655,1136,1323,1451,1433,1406,1483,1658,2631,3579,4038,4553,4465,4702,5209,5245,5239,5003,5068,5169.599,6009.834,6018.138,5960.603,5801.648,
아일랜드,전체,,17859,19180,19953,21151,22010,23978,24956,25195,25219,25569,25970,27479,28706,30247,28321,28353,27164,27355,25921,26087,28393,30514,30876.097,31139.108,30961.79,32275.64,31872.427,
아일랜드,가연성 연료,,16875,18184,18961,19793,20732,22583,23702,23543,23809,23930,23883,24769,25732,26537,24109,24762,22076,22330,20434,19957,20721,23388,22525.217,21545.705,19770.894,19440.214,20967.954,
아일랜드,수력,,968,982,942,1189,1091,1151,920,1264,956,984,975,1088,1016,1300,1257,776,707,1014,944,988,1095,973,895.065,931.659,1131.903,1224.218,1035.581,
아일랜드,풍력,,16,14,50,169,187,244,334,388,454,655,1112,1622,1958,2410,2955,2815,4380,4010,4542,5140,6573,6147,7444.037,8639.767,10019.485,11549.42,9775.912,
아일랜드,태양열,,,,,,,,,,,,,,,,,,1,1,1,2,4,6,11.778,21.977,39.508,61.788,92.98,
이탈리아,전체,,241489,244433,251473,259800,265667,276641,279009,285276,293885,303347,303700,314122,313888,319131,292640,302063,302582,299277,289807,279827,282994,289768,295830.011,289708.433,293853.209,280531.016,289069.532,
이탈리아,가연성 연료,,195755,193207,200196,207247,208410,219670,218557,231158,241897,245176,251958,261137,264744,260414,226033,230472,227711,216811,192237,175510,191458,198693,208823.568,192128.824,195084.034,180805.103,189132.242,
이탈리아,수력,,41907,47072,46552,47365,51777,50899,53926,47262,44277,49908,42927,43425,38482,47227,53443,54406,47757,43854,54672,60256,46970,44257,38024.671,50502.751,48153.516,49495.255,47478.36,
이탈리아,풍력,,9,33,118,231,403,563,1179,1404,1458,1847,2344,2971,4034,4861,6543,9126,9856,13407,14897,15178,14844,17689,17741.909,17716.434,20202.041,18761.557,20927.303,
