,국가별,연도,value
1891,일본,2004,4154.2
1892,요르단,2004,23.1
1893,카자흐스탄,2004,98.8
1894,쿠웨이트,2004,81.8
1895,키르기스스탄,2004,4.2
1896,라오스,2004,6.3
1897,레바논,2004,30.5
1898,마카오,2004,21.7
1899,말레이시아,2004,177.4
1900,몰디브,2004,2.5
1901,몽골,2004,4.9
1902,미얀마,2004,21.8
1903,네팔,2004,15.3
1904,오만,2004,47.7
1905,파키스탄,2004,196.5
1906,필리핀,2004,170.9
1907,카타르,2004,46.4
1908,사우디아라비아,2004,425.8
1909,싱가포르,2004,166.1
1910,스리랑카,2004,43.2
1911,시리아,2004,25
1912,타지키스탄,2004,4
1913,태국,2004,277
1914,튀르키예,2004,482.1
1915,투르크메니스탄,2004,11.7
1916,아랍에미리트,2004,248.1
1917,우즈베키스탄,2004,38.2
1918,베트남,2004,121.4
1919,예멘,2004,48.3
1920,버뮤다,2004,7.5
1921,캐나다,2004,1281
1922,그린란드,2004,2
1923,멕시코,2004,983.5
1924,미국,2004,15035.1
1925,앤티가바부다,2004,1.3
1926,아르헨티나,2004,399.9
1927,아루바,2004,3.1
1928,바하마,2004,11
1929,바베이도스,2004,4.5
1930,벨리즈,2004,1.7
1931,볼리비아,2004,19.3
1932,브라질,2004,1326
1933,케이맨제도,2004,-
1934,칠레,2004,156.1
1935,콜롬비아,2004,179.1
1936,코스타리카,2004,35.5
1937,쿠바,2004,52.5
1938,도미니카연방,2004,0.5
1939,도미니카공화국,2004,38.6
1940,에콰도르,2004,60.3
1941,엘살바도르,2004,18.5
1942,그레나다,2004,0.8
1943,과테말라,2004,41.6
1944,가이아나,2004,3
1945,아이티,2004,11.5
1946,온두라스,2004,13.9
1947,자메이카,2004,14
1948,니카라과,2004,8.2
1949,파나마,2004,24.3
1950,파라과이,2004,22.4
1951,페루,2004,101.4
1952,푸에르토리코,2004,116.2
1953,세인트키츠네비스,2004,0.7
1954,세인트루시아,2004,1.6
1955,세인트빈센트그레나딘,2004,0.7
1956,수리남,2004,3.6
1957,트리니다드토바고,2004,18.4
1958,터크스케이커스제도,2004,-
1959,미국령버진아일랜드,2004,4.8
1960,우루과이,2004,34
1961,알바니아,2004,7.6
1962,안도라,2004,3
1963,오스트리아,2004,332.2
1964,벨라루스,2004,34.3
1965,벨기에,2004,393.5
1966,보스니아-헤르체고비나,2004,12.7
1967,불가리아,2004,37.5
1968,크로아티아,2004,47.6
1969,체코,2004,143.5
1970,덴마크,2004,274.5
1971,에스토니아,2004,18.1
1972,페로제도,2004,-
1973,핀란드,2004,217.1
1974,프랑스,2004,2188.4
1975,독일,2004,2890.9
1976,그리스,2004,242.3
1977,헝가리,2004,109.1
1978,아이슬란드,2004,13.7
1979,아일랜드,2004,195.7
1980,맨섬,2004,4.4
1981,이탈리아,2004,1912.3
1982,코소보,2004,-
1983,라트비아,2004,21.3
1984,리히텐슈타인,2004,-
1985,리투아니아,2004,30.1
1986,룩셈부르크,2004,45.9
1987,북마케도니아,2004,7
1988,몰타,2004,7.1
1989,몰도바,2004,5.2
1990,모나코,2004,4.2
1991,네덜란드,2004,674.9
1992,노르웨이,2004,331
1993,폴란드,2004,315.4
1994,포르투갈,2004,200.3
1995,루마니아,2004,128.8
1996,러시아,2004,987.8
1997,산마리노,2004,1.7
1998,슬로바키아,2004,57.6
1999,슬로베니아,2004,37.1
2000,스페인,2004,1101.1
2001,스웨덴,2004,403.7
2002,스위스,2004,552.1
2003,우크라이나,2004,98
2004,영국,2004,2528.4
2005,몬테네그로,2004,3
2006,세르비아,2004,31.1
2007,알제리,2004,132.7
2008,앙골라,2004,42.4
2009,베냉,2004,7.4
2010,보츠와나,2004,9.7
2011,부르키나파소,2004,6.4
2012,부룬디,2004,2.2
2013,카메룬,2004,21.1
2014,카보베르데,2004,1.1
2015,중앙아프리카공화국,2004,1.8
2016,차드,2004,5.8
2017,코모로,2004,0.7
2018,콩고,2004,7.3
2019,콩고민주공화국,2004,18.8
2020,코트디부아르,2004,28.4
2021,지부티,2004,-
2022,이집트,2004,204.6
2023,적도기니,2004,8.3
2024,에리트레아,2004,2.1
2025,에티오피아,2004,21.2
2026,가봉,2004,10.2
2027,감비아,2004,1.1
2028,가나,2004,24.2
2029,기니,2004,5.8
2030,기니비사우,2004,0.8
2031,케냐,2004,41.4
2032,레소토,2004,1.6
2033,라이베리아,2004,1.7
2034,리비아,2004,66.1
2035,마다가스카르,2004,8.2
2036,말라위,2004,5.1
2037,말리,2004,8.2
2038,모리타니,2004,3.8
2039,모리셔스,2004,7.8
2040,모로코,2004,69.7
2041,모잠비크,2004,7.5
2042,나미비아,2004,7
2043,니제르,2004,5.2
2044,나이지리아,2004,257.4
2045,르완다,2004,3.7
2046,상투메프린시페,2004,0.2
2047,세네갈,2004,12.1
2048,세이셸,2004,0.9
2049,시에라리온,2004,2.5
2050,소말리아,2004,3.6
2051,남아프리카공화국,2004,254.1
2052,남수단,2004,-
2053,수단,2004,47.5
2054,에스와티니,2004,2.8
2055,탄자니아,2004,24.1
2056,토고,2004,3.9
2057,튀니지,2004,32.7
2058,우간다,2004,15.9
2059,잠비아,2004,10.2
2060,짐바브웨,2004,14.3
2061,미국령사모아,2004,0.8
2062,오스트레일리아,2004,994.7
2063,피지,2004,3.7
2064,프랑스령폴리네시아,2004,5.6
2065,괌,2004,5.2
2066,키리바시,2004,0.1
2067,마셜제도,2004,0.2
2068,미크로네시아,2004,0.3
2069,나우루,2004,0
2070,뉴칼레도니아,2004,-
2071,뉴질랜드,2004,140.5
2072,북마리아나제도,2004,1.6
2073,팔라우,2004,0.3
2074,파푸아뉴기니,2004,11.5
2075,사모아,2004,0.7
2076,솔로몬제도,2004,0.8
2077,통가,2004,0.4
2078,투발루,2004,0
2079,바누아투,2004,0.5
2080,대한민국,2005,971.6
2081,아프가니스탄,2005,8.9
2082,아르메니아,2005,7
2083,아제르바이잔,2005,22.1
2084,바레인,2005,19.8
2085,방글라데시,2005,107
2086,부탄,2005,1.1
2087,브루나이,2005,12.6
2088,캄보디아,2005,9.2
2089,중국,2005,4420.5
2090,키프로스,2005,18.9
2091,동티모르,2005,0.9
2092,조지아,2005,9.1
2093,홍콩,2005,220.8
2094,인도,2005,1094.3
2095,인도네시아,2005,497.6
2096,이란,2005,333.2
2097,이라크,2005,94
2098,이스라엘,2005,204.5
2099,일본,2005,4229.1
2100,요르단,2005,25
2101,카자흐스탄,2005,108.4
2102,쿠웨이트,2005,90.5
2103,키르기스스탄,2005,4.2
2104,라오스,2005,6.7
2105,레바논,2005,31.3
2106,마카오,2005,23.4
2107,말레이시아,2005,186.9
2108,몰디브,2005,2.2
2109,몽골,2005,5.2
2110,미얀마,2005,24.8
2111,네팔,2005,15.9
2112,오만,2005,48.8
2113,파키스탄,2005,210.8
2114,필리핀,2005,179.4
2115,카타르,2005,49.9
2116,사우디아라비아,2005,449.5
2117,싱가포르,2005,178.3
2118,스리랑카,2005,45.9
2119,시리아,2005,26.6
2120,타지키스탄,2005,4.3
2121,태국,2005,288.6
2122,튀르키예,2005,525.5
2123,투르크메니스탄,2005,13.3
2124,아랍에미리트,2005,260.2
2125,우즈베키스탄,2005,40.8
2126,베트남,2005,130.5
2127,예멘,2005,51
2128,버뮤다,2005,7.7
2129,캐나다,2005,1322.2
2130,그린란드,2005,2.1
2131,멕시코,2005,1004.3
2132,미국,2005,15558.8
2133,앤티가바부다,2005,1.4
2134,아르헨티나,2005,435.3
2135,아루바,2005,3.1
2136,바하마,2005,11.4
2137,바베이도스,2005,4.7
2138,벨리즈,2005,1.8
2139,볼리비아,2005,20.2
2140,브라질,2005,1368.5
2141,케이맨제도,2005,-
2142,칠레,2005,165.2
2143,콜롬비아,2005,187.8
2144,코스타리카,2005,36.9
2145,쿠바,2005,58.4
2146,도미니카연방,2005,0.5
2147,도미니카공화국,2005,42.3
2148,에콰도르,2005,63.5
2149,엘살바도르,2005,19
2150,그레나다,2005,0.9
2151,과테말라,2005,43
2152,가이아나,2005,2.9
2153,아이티,2005,11.8
2154,온두라스,2005,14.8
2155,자메이카,2005,14.1
2156,니카라과,2005,8.6
2157,파나마,2005,26
2158,파라과이,2005,22.8
2159,페루,2005,107.8
2160,푸에르토리코,2005,113.9
2161,세인트키츠네비스,2005,0.7
2162,세인트루시아,2005,1.6
2163,세인트빈센트그레나딘,2005,0.7
2164,수리남,2005,3.8
2165,트리니다드토바고,2005,19.5
2166,터크스케이커스제도,2005,-
2167,미국령버진아일랜드,2005,5
2168,우루과이,2005,36.6
2169,알바니아,2005,8.1
2170,안도라,2005,3.1
2171,오스트리아,2005,339.7
2172,벨라루스,2005,37.5
2173,벨기에,2005,402.7
2174,보스니아-헤르체고비나,2005,13.2
2175,불가리아,2005,40.1
2176,크로아티아,2005,49.7
2177,체코,2005,152.9
2178,덴마크,2005,280.9
2179,에스토니아,2005,19.8
2180,페로제도,2005,-
2181,핀란드,2005,223.1
2182,프랑스,2005,2224.8
2183,독일,2005,2912
2184,그리스,2005,243.8
2185,헝가리,2005,113.8
2186,아이슬란드,2005,14.5
2187,아일랜드,2005,206.9
2188,맨섬,2005,4.6
2189,이탈리아,2005,1927.9
2190,코소보,2005,-
2191,라트비아,2005,23.6
2192,리히텐슈타인,2005,-
2193,리투아니아,2005,32.4
2194,룩셈부르크,2005,47.1
2195,북마케도니아,2005,7.3
2196,몰타,2005,7.3
2197,몰도바,2005,5.5
2198,모나코,2005,4.3
2199,네덜란드,2005,688.7
2200,노르웨이,2005,339.9
2201,폴란드,2005,326.5
2202,포르투갈,2005,201.9
2203,루마니아,2005,134.9
2204,러시아,2005,1051
2205,산마리노,2005,1.8
2206,슬로바키아,2005,61.4
2207,슬로베니아,2005,38.5
2208,스페인,2005,1141.3
2209,스웨덴,2005,415.3
2210,스위스,2005,567.3
2211,우크라이나,2005,101
2212,영국,2005,2597.7
2213,몬테네그로,2005,3.1
2214,세르비아,2005,32.8
2215,알제리,2005,139.8
2216,앙골라,2005,48.7
2217,베냉,2005,7.5
2218,보츠와나,2005,10.1
2219,부르키나파소,2005,7
2220,부룬디,2005,2.2
2221,카메룬,2005,21.6
2222,카보베르데,2005,1.2
2223,중앙아프리카공화국,2005,1.8
2224,차드,2005,6.8
2225,코모로,2005,0.7
2226,콩고,2005,7.9
2227,콩고민주공화국,2005,19.9
2228,코트디부아르,2005,28.7
2229,지부티,2005,-
2230,이집트,2005,213.8
2231,적도기니,2005,9.7
2232,에리트레아,2005,2.2
2233,에티오피아,2005,23.7
2234,가봉,2005,10.4
2235,감비아,2005,1.1
2236,가나,2005,25.7
2237,기니,2005,6
2238,기니비사우,2005,0.8
2239,케냐,2005,43.8
2240,레소토,2005,1.7
2241,라이베리아,2005,1.8
2242,리비아,2005,74
2243,마다가스카르,2005,8.6
2244,말라위,2005,5.3
2245,말리,2005,8.8
2246,모리타니,2005,4.2
2247,모리셔스,2005,8
2248,모로코,2005,71.9
2249,모잠비크,2005,8
2250,나미비아,2005,7.1
2251,니제르,2005,5.6
2252,나이지리아,2005,274
2253,르완다,2005,4
2254,상투메프린시페,2005,0.2
2255,세네갈,2005,12.6
2256,세이셸,2005,0.9
2257,시에라리온,2005,2.6
2258,소말리아,2005,3.9
2259,남아프리카공화국,2005,267.5
2260,남수단,2005,-
2261,수단,2005,50.1
2262,에스와티니,2005,3
2263,탄자니아,2005,25.9
2264,토고,2005,3.7
2265,튀니지,2005,33.9
2266,우간다,2005,16.9
2267,잠비아,2005,10.9
2268,짐바브웨,2005,13.5
2269,미국령사모아,2005,0.8
2270,오스트레일리아,2005,1026
2271,피지,2005,3.8
2272,프랑스령폴리네시아,2005,5.6
2273,괌,2005,5.3
2274,키리바시,2005,0.1
2275,마셜제도,2005,0.2
2276,미크로네시아,2005,0.3
2277,나우루,2005,0
2278,뉴칼레도니아,2005,-
2279,뉴질랜드,2005,145.2
2280,북마리아나제도,2005,1.4
2281,팔라우,2005,0.3
2282,파푸아뉴기니,2005,12.3
2283,사모아,2005,0.7
2284,솔로몬제도,2005,0.8
2285,통가,2005,0.4
2286,투발루,2005,0
2287,바누아투,2005,0.5
2288,대한민국,2006,1094.4
2289,아프가니스탄,2006,9.3
2290,아르메니아,2006,8
2291,아제르바이잔,2006,29.7
2292,바레인,2006,21.1
2293,방글라데시,2006,114.1
2294,부탄,2006,1.1
2295,브루나이,2006,13.1
2296,캄보디아,2006,10.2
2297,중국,2006,4982.9
2298,키프로스,2006,19.8
2299,동티모르,2006,0.9
2300,조지아,2006,9.9
2301,홍콩,2006,236.3
2302,인도,2006,1182.5
2303,인도네시아,2006,525
2304,이란,2006,349.9
2305,이라크,2006,99.4
2306,이스라엘,2006,215.9
2307,일본,2006,4287.1
2308,요르단,2006,27.1
2309,카자흐스탄,2006,120
2310,쿠웨이트,2006,97.3
2311,키르기스스탄,2006,4.4
2312,라오스,2006,7.3
2313,레바논,2006,31.8
2314,마카오,2006,26.6
2315,말레이시아,2006,197.3
2316,몰디브,2006,2.7
2317,몽골,2006,5.7
2318,미얀마,2006,28
2319,네팔,2006,16.4
2320,오만,2006,51.5
2321,파키스탄,2006,223.5
2322,필리핀,2006,188.9
2323,카타르,2006,62.9
2324,사우디아라비아,2006,462.1
2325,싱가포르,2006,194.4
2326,스리랑카,2006,49.4
2327,시리아,2006,27.9
2328,타지키스탄,2006,4.6
2329,태국,2006,303
2330,튀르키예,2006,562
2331,투르크메니스탄,2006,14.7
2332,아랍에미리트,2006,285.8
2333,우즈베키스탄,2006,43.9
2334,베트남,2006,139.7
2335,예멘,2006,52.6
2336,버뮤다,2006,8.1
2337,캐나다,2006,1357
2338,그린란드,2006,2.2
2339,멕시코,2006,1052.6
2340,미국,2006,15992.1
2341,앤티가바부다,2006,1.6
2342,아르헨티나,2006,470.3
2343,아루바,2006,3.1
2344,바하마,2006,11.7
2345,바베이도스,2006,5
2346,벨리즈,2006,1.8
2347,볼리비아,2006,21.2
2348,브라질,2006,1422.7
2349,케이맨제도,2006,4.6
2350,칠레,2006,175.2
2351,콜롬비아,2006,200.4
2352,코스타리카,2006,39.6
2353,쿠바,2006,65.4
2354,도미니카연방,2006,0.5
2355,도미니카공화국,2006,46.2
2356,에콰도르,2006,66.3
2357,엘살바도르,2006,19.8
2358,그레나다,2006,0.9
2359,과테말라,2006,45.3
2360,가이아나,2006,3.1
2361,아이티,2006,12
2362,온두라스,2006,15.7
2363,자메이카,2006,14.5
2364,니카라과,2006,8.9
2365,파나마,2006,28.3
2366,파라과이,2006,23.9
2367,페루,2006,115.9
2368,푸에르토리코,2006,112.3
2369,세인트키츠네비스,2006,0.8
2370,세인트루시아,2006,1.7
2371,세인트빈센트그레나딘,2006,0.8
2372,수리남,2006,4
2373,트리니다드토바고,2006,22.1
2374,터크스케이커스제도,2006,-
2375,미국령버진아일랜드,2006,5.2
2376,우루과이,2006,38.1
2377,알바니아,2006,8.5
2378,안도라,2006,3.3
2379,오스트리아,2006,351.4
2380,벨라루스,2006,41.2
2381,벨기에,2006,412.9
2382,보스니아-헤르체고비나,2006,13.9
2383,불가리아,2006,42.8
2384,크로아티아,2006,52.2
2385,체코,2006,163.3
2386,덴마크,2006,291.9
2387,에스토니아,2006,21.8
2388,페로제도,2006,-
2389,핀란드,2006,232.1
2390,프랑스,2006,2279.3
2391,독일,2006,3023.2
2392,그리스,2006,257.5
2393,헝가리,2006,118.3
2394,아이슬란드,2006,15.4
2395,아일랜드,2006,217.3
2396,맨섬,2006,5
2397,이탈리아,2006,1962.5
2398,코소보,2006,-
2399,라트비아,2006,26.4
2400,리히텐슈타인,2006,-
2401,리투아니아,2006,34.9
2402,룩셈부르크,2006,49.9
2403,북마케도니아,2006,7.7
2404,몰타,2006,7.5
2405,몰도바,2006,5.8
2406,모나코,2006,4.5
2407,네덜란드,2006,712.6
2408,노르웨이,2006,348.3
2409,폴란드,2006,346.5
2410,포르투갈,2006,205.2
2411,루마니아,2006,145.7
2412,러시아,2006,1137.2
2413,산마리노,2006,1.8
2414,슬로바키아,2006,66.6
2415,슬로베니아,2006,40.7
2416,스페인,2006,1188.2
2417,스웨덴,2006,434.6
2418,스위스,2006,590.4
2419,우크라이나,2006,108.7
2420,영국,2006,2659.7
2421,몬테네그로,2006,3.3
2422,세르비아,2006,34.5
2423,알제리,2006,143.9
2424,앙골라,2006,54.4
2425,베냉,2006,7.8
2426,보츠와나,2006,11
2427,부르키나파소,2006,7.4
2428,부룬디,2006,2.3
2429,카메룬,2006,22.4
2430,카보베르데,2006,1.3
2431,중앙아프리카공화국,2006,1.9
2432,차드,2006,6.9
2433,코모로,2006,0.7
2434,콩고,2006,8.5
2435,콩고민주공화국,2006,21
2436,코트디부아르,2006,29.5
2437,지부티,2006,-
2438,이집트,2006,228.4
2439,적도기니,2006,10.4
2440,에리트레아,2006,2.1
2441,에티오피아,2006,26.3
2442,가봉,2006,10.1
2443,감비아,2006,1.1
2444,가나,2006,27.3
2445,기니,2006,6.1
2446,기니비사우,2006,0.8
2447,케냐,2006,46.6
2448,레소토,2006,1.7
2449,라이베리아,2006,1.9
2450,리비아,2006,78.8
2451,마다가스카르,2006,9.1
2452,말라위,2006,5.5
2453,말리,2006,9.2
2454,모리타니,2006,4.9
2455,모리셔스,2006,8.3
2456,모로코,2006,77.5
2457,모잠비크,2006,8.7
2458,나미비아,2006,7.6
2459,니제르,2006,5.9
2460,나이지리아,2006,290.6
2461,르완다,2006,4.4
2462,상투메프린시페,2006,0.2
2463,세네갈,2006,12.9
2464,세이셸,2006,1
2465,시에라리온,2006,2.8
2466,소말리아,2006,4.1
2467,남아프리카공화국,2006,282.5
2468,남수단,2006,-
2469,수단,2006,53.4
2470,에스와티니,2006,3.2
2471,탄자니아,2006,27.6
2472,토고,2006,3.8
2473,튀니지,2006,35.6
2474,우간다,2006,18.7
2475,잠비아,2006,11.7
2476,짐바브웨,2006,13
2477,미국령사모아,2006,0.7
2478,오스트레일리아,2006,1054.3
2479,피지,2006,3.8
2480,프랑스령폴리네시아,2006,5.7
2481,괌,2006,5.1
2482,키리바시,2006,0.1
2483,마셜제도,2006,0.2
2484,미크로네시아,2006,0.3
2485,나우루,2006,0
2486,뉴칼레도니아,2006,-
2487,뉴질랜드,2006,149.2
2488,북마리아나제도,2006,1.3
2489,팔라우,2006,0.3
2490,파푸아뉴기니,2006,12.9
2491,사모아,2006,0.7
2492,솔로몬제도,2006,0.9
2493,통가,2006,0.4
2494,투발루,2006,0
2495,바누아투,2006,0.6
2496,대한민국,2007,1221
2497,아프가니스탄,2007,10.6
2498,아르메니아,2007,9.1
2499,아제르바이잔,2007,37.1
2500,바레인,2007,22.9
2501,방글라데시,2007,122.2
2502,부탄,2007,1.3
2503,브루나이,2007,13.1
2504,캄보디아,2007,11.3
2505,중국,2007,5692
2506,키프로스,2007,20.8
2507,동티모르,2007,1
2508,조지아,2007,11.2
2509,홍콩,2007,251.6
2510,인도,2007,1273.1
2511,인도네시아,2007,558.3
2512,이란,2007,378.4
2513,이라크,2007,101.2
2514,이스라엘,2007,228.9
2515,일본,2007,4350.8
2516,요르단,2007,29.3
2517,카자흐스탄,2007,130.7
2518,쿠웨이트,2007,103.1
2519,키르기스스탄,2007,4.7
2520,라오스,2007,7.9
2521,레바논,2007,34.8
2522,마카오,2007,30.4
2523,말레이시아,2007,209.8
2524,몰디브,2007,2.9
2525,몽골,2007,6.3
2526,미얀마,2007,31.4
2527,네팔,2007,17
2528,오만,2007,53.8
2529,파키스탄,2007,233.4
2530,필리핀,2007,201.2
2531,카타르,2007,74.2
2532,사우디아라비아,2007,470.6
2533,싱가포르,2007,211.9
2534,스리랑카,2007,52.8
2535,시리아,2007,29.5
2536,타지키스탄,2007,4.9
2537,태국,2007,319.5
2538,튀르키예,2007,590.3
2539,투르크메니스탄,2007,16.3
2540,아랍에미리트,2007,294.9
2541,우즈베키스탄,2007,48
2542,베트남,2007,149.6
2543,예멘,2007,54.4
2544,버뮤다,2007,8.4
2545,캐나다,2007,1384.8
2546,그린란드,2007,2.3
2547,멕시코,2007,1074.4
2548,미국,2007,16312.5
2549,앤티가바부다,2007,1.7
2550,아르헨티나,2007,512.7
2551,아루바,2007,3.2
2552,바하마,2007,11.9
2553,바베이도스,2007,5.1
2554,벨리즈,2007,1.9
2555,볼리비아,2007,22.1
2556,브라질,2007,1509
2557,케이맨제도,2007,4.8
2558,칠레,2007,184.2
2559,콜롬비아,2007,213.9
2560,코스타리카,2007,42.8
2561,쿠바,2007,70.2
2562,도미니카연방,2007,0.5
2563,도미니카공화국,2007,49.6
2564,에콰도르,2007,67.6
2565,엘살바도르,2007,20.2
2566,그레나다,2007,0.9
2567,과테말라,2007,48.2
2568,가이아나,2007,3.3
2569,아이티,2007,12.6
2570,온두라스,2007,16.7
2571,자메이카,2007,14.7
2572,니카라과,2007,9.4
2573,파나마,2007,31.7
2574,파라과이,2007,25.2
2575,페루,2007,125.8
2576,푸에르토리코,2007,111
2577,세인트키츠네비스,2007,0.8
2578,세인트루시아,2007,1.7
2579,세인트빈센트그레나딘,2007,0.8
2580,수리남,2007,4.2
2581,트리니다드토바고,2007,23.2
2582,터크스케이커스제도,2007,-
2583,미국령버진아일랜드,2007,5.4
2584,우루과이,2007,40.6
2585,알바니아,2007,9
2586,안도라,2007,3.3
2587,오스트리아,2007,364.5
2588,벨라루스,2007,44.8
2589,벨기에,2007,428.1
2590,보스니아-헤르체고비나,2007,14.7
2591,불가리아,2007,45.7
2592,크로아티아,2007,54.8
2593,체코,2007,172.4
2594,덴마크,2007,294.6
2595,에스토니아,2007,23.4
2596,페로제도,2007,-
2597,핀란드,2007,244.4
2598,프랑스,2007,2334.6
2599,독일,2007,3113.2
2600,그리스,2007,266
2601,헝가리,2007,118.6
2602,아이슬란드,2007,16.7
2603,아일랜드,2007,228.8
2604,맨섬,2007,5.4
2605,이탈리아,2007,1991.6
2606,코소보,2007,-
2607,라트비아,2007,29
2608,리히텐슈타인,2007,-
2609,리투아니아,2007,38.7
2610,룩셈부르크,2007,54
2611,북마케도니아,2007,8.2
2612,몰타,2007,7.9
2613,몰도바,2007,6
2614,모나코,2007,5.2
2615,네덜란드,2007,739.4
2616,노르웨이,2007,358.4
2617,폴란드,2007,371
2618,포르투갈,2007,210.3
2619,루마니아,2007,156.2
2620,러시아,2007,1233.9
2621,산마리노,2007,2
2622,슬로바키아,2007,73.8
2623,슬로베니아,2007,43.5
2624,스페인,2007,1231
2625,스웨덴,2007,449.6
2626,스위스,2007,613.6
2627,우크라이나,2007,117.6
2628,영국,2007,2729.4
2629,몬테네그로,2007,3.6
2630,세르비아,2007,36.7
2631,알제리,2007,148.4
2632,앙골라,2007,62
2633,베냉,2007,8.3
2634,보츠와나,2007,11.6
2635,부르키나파소,2007,7.7
2636,부룬디,2007,2.4
2637,카메룬,2007,23.4
2638,카보베르데,2007,1.5
2639,중앙아프리카공화국,2007,2
2640,차드,2007,7.1
2641,코모로,2007,0.7
2642,콩고,2007,8
2643,콩고민주공화국,2007,22.3
2644,코트디부아르,2007,29.9
2645,지부티,2007,-
2646,이집트,2007,244.6
2647,적도기니,2007,12
2648,에리트레아,2007,2.2
2649,에티오피아,2007,29.3
2650,가봉,2007,10.8
2651,감비아,2007,1.1
2652,가나,2007,28.5
2653,기니,2007,6.5
2654,기니비사우,2007,0.9
2655,케냐,2007,49.8
2656,레소토,2007,1.8
2657,라이베리아,2007,2.1
2658,리비아,2007,83.7
2659,마다가스카르,2007,9.6
2660,말라위,2007,6
2661,말리,2007,9.5
2662,모리타니,2007,4.8
2663,모리셔스,2007,8.8
2664,모로코,2007,80.2
2665,모잠비크,2007,9.4
2666,나미비아,2007,8
2667,니제르,2007,6.1
2668,나이지리아,2007,309.7
2669,르완다,2007,4.7
2670,상투메프린시페,2007,0.2
2671,세네갈,2007,13.2
2672,세이셸,2007,1.1
2673,시에라리온,2007,3
2674,소말리아,2007,4.4
2675,남아프리카공화국,2007,297.7
2676,남수단,2007,-
2677,수단,2007,56.5
2678,에스와티니,2007,3.3
2679,탄자니아,2007,29.4
2680,토고,2007,3.7
2681,튀니지,2007,38
2682,우간다,2007,20.3
2683,잠비아,2007,12.7
2684,짐바브웨,2007,12.6
2685,미국령사모아,2007,0.7
2686,오스트레일리아,2007,1094.1
2687,피지,2007,3.8
2688,프랑스령폴리네시아,2007,5.8
2689,괌,2007,5.2
2690,키리바시,2007,0.1
2691,마셜제도,2007,0.2
2692,미크로네시아,2007,0.3
2693,나우루,2007,0
2694,뉴칼레도니아,2007,-
2695,뉴질랜드,2007,153.8
2696,북마리아나제도,2007,1.2
2697,팔라우,2007,0.3
2698,파푸아뉴기니,2007,13.9
2699,사모아,2007,0.7
2700,솔로몬제도,2007,0.9
2701,통가,2007,0.4
2702,투발루,2007,0
2703,바누아투,2007,0.6
2704,대한민국,2008,1091
2705,아프가니스탄,2008,11.1
2706,아르메니아,2008,9.7
2707,아제르바이잔,2008,41.1
2708,바레인,2008,24.3
2709,방글라데시,2008,129.5
2710,부탄,2008,1.4
2711,브루나이,2008,12.9
2712,캄보디아,2008,12
2713,중국,2008,6241.3
2714,키프로스,2008,21.6
2715,동티모르,2008,1.1
2716,조지아,2008,11.4
2717,홍콩,2008,256.9
2718,인도,2008,1312.4
2719,인도네시아,2008,591.9
2720,이란,2008,379.4
2721,이라크,2008,109.6
2722,이스라엘,2008,236.3
2723,일본,2008,4297.5
2724,요르단,2008,31.4
2725,카자흐스탄,2008,135
2726,쿠웨이트,2008,105.7
2727,키르기스스탄,2008,5.1
2728,라오스,2008,8.5
2729,레바논,2008,37.9
2730,마카오,2008,31.4
2731,말레이시아,2008,219.9
2732,몰디브,2008,3.2
2733,몽골,2008,6.8
2734,미얀마,2008,34.6
2735,네팔,2008,18
2736,오만,2008,58.2
2737,파키스탄,2008,238.4
2738,필리핀,2008,210
2739,카타르,2008,87.3
2740,사우디아라비아,2008,500
2741,싱가포르,2008,215.8
2742,스리랑카,2008,55.9
2743,시리아,2008,30.8
2744,타지키스탄,2008,5.3
2745,태국,2008,325
2746,튀르키예,2008,595.1
2747,투르크메니스탄,2008,18.7
2748,아랍에미리트,2008,304.3
2749,우즈베키스탄,2008,52.4
2750,베트남,2008,158.1
2751,예멘,2008,56.4
2752,버뮤다,2008,8.2
2753,캐나다,2008,1398.6
2754,그린란드,2008,2.4
2755,멕시코,2008,1084.6
2756,미국,2008,16331.1
2757,앤티가바부다,2008,1.7
2758,아르헨티나,2008,533.5
2759,아루바,2008,3.2
2760,바하마,2008,11.6
2761,바베이도스,2008,5.1
2762,벨리즈,2008,1.9
2763,볼리비아,2008,23.5
2764,브라질,2008,1585.9
2765,케이맨제도,2008,4.8
2766,칠레,2008,191.2
2767,콜롬비아,2008,220.9
2768,코스타리카,2008,44.9
2769,쿠바,2008,73
2770,도미니카연방,2008,0.5
2771,도미니카공화국,2008,51.2
2772,에콰도르,2008,72
2773,엘살바도르,2008,20.6
2774,그레나다,2008,0.9
2775,과테말라,2008,49.7
2776,가이아나,2008,3.4
2777,아이티,2008,12.9
2778,온두라스,2008,17.4
2779,자메이카,2008,14.6
2780,니카라과,2008,9.7
2781,파나마,2008,34.8
2782,파라과이,2008,26.9
2783,페루,2008,137.2
2784,푸에르토리코,2008,109
2785,세인트키츠네비스,2008,0.9
2786,세인트루시아,2008,1.8
2787,세인트빈센트그레나딘,2008,0.8
2788,수리남,2008,4.4
2789,트리니다드토바고,2008,23.9
2790,터크스케이커스제도,2008,-
2791,미국령버진아일랜드,2008,5.4
2792,우루과이,2008,43.5
2793,알바니아,2008,9.7
2794,안도라,2008,3.2
2795,오스트리아,2008,369.8
2796,벨라루스,2008,49.4
2797,벨기에,2008,430
2798,보스니아-헤르체고비나,2008,15.5
2799,불가리아,2008,48.5
2800,크로아티아,2008,55.9
